-0.004778	0.152955	0.168917	-0.179619	-0.125133	-0.045038	0.553064	-0.139792	-0.010197	0.152645	0.3257	0.079464	-0.073534	-0.361344	-0.083523	0.235398	-0.461592	-0.1432	-0.050891	-0.048478	
-0.021757	-0.145241	0.279498	-0.304368	0.095732	0.121617	0.177086	0.119701	0.09495	-0.003036	0.133163	0.007245	0.332358	0.013696	-0.381044	-0.002879	0.210505	0.63427	-0.066566	0.065772	
0.175504	-0.155989	0.199065	0.267441	-0.356758	-0.090197	0.166681	-0.119818	-0.27702	0.363564	-0.31622	-0.412097	-0.129499	-0.016999	-0.330008	0.023498	0.17866	-0.005383	0.135069	0.026808	
0.1403	-0.358084	-0.154519	0.041261	0.148818	0.424212	-0.099523	-0.148448	-0.106848	0.328153	0.319605	-0.054162	0.176015	-0.074661	-0.072613	-0.200018	0.029168	-0.294983	-0.381163	0.230869	
0.237125	-0.397042	-0.197241	0.316605	0.156464	-0.019233	0.105493	0.142142	0.072718	0.104569	0.164177	-0.075727	0.255348	0.023376	0.231206	0.401183	-0.070887	0.135131	0.240821	-0.424804	
-0.114495	-0.579592	-0.051851	-0.101824	-0.088338	-0.250161	0.225042	0.038252	-0.011971	-0.058902	0.214792	0.31135	-0.467298	0.290788	-0.004763	-0.08609	0.100344	-0.022459	0.122407	0.181143	
0.093712	-0.033578	-0.053482	0.002873	-0.123907	0.439777	0.172698	0.211629	0.416728	-0.326996	0.076572	-0.274303	-0.262866	-0.106554	-0.20522	-0.275073	0.079442	-0.174824	0.156796	-0.287173	
-0.088868	-0.359373	-0.098164	-0.421588	-0.168184	-0.139584	-0.397949	-0.057786	-0.269716	-0.132285	-0.082118	-0.049891	0.119265	-0.318615	-0.174466	-0.143964	-0.277847	-0.033593	0.142957	-0.317747	
0.005022	-0.048251	-0.091188	-0.482954	0.032274	0.0695	0.290483	0.382843	-0.114068	0.154072	-0.258063	-0.37791	0.095361	0.226391	0.40462	-0.072779	-0.130785	-0.081258	-0.001794	0.141534	
0.131711	0.149694	-0.036579	-0.215354	0.269839	-0.436345	-0.061721	-0.017248	0.264707	0.376912	0.097082	-0.09991	-0.103707	0.252569	-0.232387	-0.154502	0.08524	-0.141308	-0.227048	-0.427161	
