-0.284619	-0.067971	0.030727	0.267255	0.299327	-0.041225	-0.058975	-0.215746	-0.045778	-0.079821	0.193471	-0.258225	-0.015998	0.097631	-0.288407	0.304433	-0.142054	0.20268	-0.33738	0.20162	0.18053	0.231688	-0.316904	0.004988	
0.022313	0.281491	0.143332	-0.14647	0.034951	-0.11119	0.097141	-0.049113	-0.264332	-0.198729	-0.036593	0.185308	-0.159516	-0.191517	0.164637	-0.088521	-0.231872	-0.304996	0.039868	-0.21157	0.388541	0.072574	-0.493972	-0.13171	
-0.106207	0.014361	0.056504	0.2151	-0.177714	-0.356821	0.058608	0.12237	-0.06846	0.485056	-0.249139	0.417137	0.045193	0.28154	-0.027272	-0.035465	-0.09129	-0.006739	-0.219033	-0.016857	0.106334	0.343348	0.103925	-0.075886	
-0.08893	0.045128	-0.072772	-0.009617	0.169797	-0.181753	-0.067335	-0.135587	-0.078061	-0.167481	-0.241175	0.348825	0.450565	-0.129637	-0.404702	-0.237725	0.005033	-0.065069	0.014059	0.2853	-0.206993	-0.296808	-0.168753	0.02265	
-0.17144	0.583491	0.201538	0.118644	0.065335	0.222851	0.20917	0.109895	-0.193399	-0.065812	0.144254	0.102721	-0.272759	0.353117	-0.260659	-0.000794	0.192254	-0.035838	-0.010457	0.00991	-0.140238	-0.203823	0.153994	-0.04676	
-0.091345	0.131801	-0.033958	0.106979	0.278857	-0.035275	0.395404	-0.190917	-0.040307	0.279	0.126653	-0.087959	-0.009035	-0.47086	0.223602	-0.158698	-0.026153	-0.227135	-0.238552	0.240986	0.026696	-0.028193	0.319552	0.137091	
-0.112606	0.038847	-0.284188	-0.27621	0.210155	-0.245957	-0.169075	-0.00613	-0.006796	0.204311	0.109171	0.072116	-0.030501	-0.113699	-0.088017	0.26723	0.242129	0.09937	-0.138938	-0.281178	0.24429	-0.360375	0.152542	-0.404803	
0.206902	-0.008044	-0.239608	-0.025985	-0.140316	0.032316	0.623974	-0.085433	0.045734	-0.007129	-0.391447	-0.003158	-0.173458	-0.128058	-0.200359	0.231525	0.196005	0.309535	0.096366	0.072251	0.087632	0.024559	-0.169933	-0.012295	
-0.148407	-0.069054	-0.231269	0.221458	0.206438	0.223655	0.093677	0.105675	-0.161759	0.258063	0.059231	0.086172	0.08836	0.128069	0.248522	0.088975	-0.379489	0.137425	0.506835	0.175434	0.008604	-0.195955	-0.104642	-0.246035	
-0.064888	-0.158414	0.125103	-0.115086	-0.30193	-0.096214	0.064564	-0.204196	-0.541248	-0.015615	0.24406	-0.071327	0.058404	-0.016475	0.179863	-0.25411	0.27957	0.313369	-0.042141	0.178389	-0.137298	0.069781	-0.063624	-0.315182	
0.083981	0.53472	-0.490946	0.168606	-0.174265	0.172008	-0.25325	-0.230163	-0.047264	-0.139119	-0.075265	-0.030822	0.221324	-0.063187	0.113482	-0.087246	-0.08144	0.225792	-0.079501	-0.090096	0.079369	0.238787	0.152408	-0.015226	
0.093519	-0.052451	-0.369569	0.104353	0.103794	-0.390175	0.14688	0.13572	0.011352	-0.187763	0.36563	-0.053925	0.022919	0.25367	-0.09045	-0.235788	0.252074	-0.160165	0.311187	0.093419	0.295629	0.154619	0.050937	0.169543	
