0.218434	0.128067	-0.189598	0.084094	-0.068826	0.039661	0.110981	0.355	-0.239394	-0.115141	-0.054504	0.277011	-0.073178	0.170843	-0.27586	0.152106	-0.404047	-0.219891	-0.203695	-0.034121	-0.296175	-0.132633	0.205739	-0.05186	-0.048691	-0.073525	-0.106168	0.099753	0.031711	-0.069634	-0.023283	0.155492	
-0.088691	0.171683	-0.053182	0.103837	-0.064804	-0.169882	0.152288	0.145548	0.141083	0.091793	-0.141847	0.00561	-0.075743	0.287617	0.453538	-0.120382	0.167614	-0.197234	0.122216	0.151921	0.107897	-0.038934	0.067631	-0.445141	0.009882	-0.128377	-0.140354	0.144136	0.073071	0.02775	0.203254	0.298516	
0.05994	-0.211799	-0.093355	-0.244743	0.052024	0.34046	-0.052216	-0.102683	0.106927	-0.190859	-0.334164	0.001659	0.153535	0.088331	-0.072369	0.106135	0.077224	0.204877	0.038897	-0.018382	-0.045863	-0.200143	0.163604	-0.21382	-0.175531	-0.333222	0.189599	0.063986	-0.217481	0.376224	0.074411	0.054162	
-0.189235	0.092255	-0.103543	-0.102307	-0.062626	0.377366	0.398456	0.058898	0.085146	-0.056594	-0.060474	0.281783	0.069477	0.155304	-0.049507	0.077606	0.201911	-0.014097	-0.028564	-0.290463	0.183348	0.348843	-0.184435	0.02368	0.127677	0.002361	-0.276597	0.012355	-0.083436	-0.007525	-0.278024	-0.040978	
-0.07286	0.050261	0.153753	-0.069629	-0.004437	0.029236	-0.297796	-0.080173	-0.246222	-0.002717	0.152124	0.324309	0.00584	0.088296	-0.436671	-0.078424	0.176842	0.126725	0.388391	0.198558	0.079752	0.152549	0.038961	-0.120126	0.231169	-0.015312	0.012409	0.153377	0.091351	-0.013447	0.068275	0.316788	
0.054115	-0.04117	0.199045	0.169203	0.161305	0.122933	-0.141143	-0.152868	-0.085586	0.023485	0.272612	-0.107268	-0.110353	0.343729	0.094243	-0.043804	-0.124323	-0.241579	0.165178	-0.213216	-0.153379	-0.061969	0.031133	-0.324481	0.163872	0.023062	0.090526	-0.114283	-0.069244	0.229531	-0.431434	-0.18825	
-0.424467	0.128804	0.012373	0.077729	0.15415	0.044948	-0.005422	0.101005	0.107139	0.052617	0.141503	0.061837	0.36663	0.301285	-0.056355	-0.201601	-0.170305	0.13956	0.028251	-0.005206	0.138587	-0.070156	0.458706	0.11334	-0.178899	-0.014635	0.02394	-0.276361	-0.001108	-0.156021	0.09102	-0.124248	
0.108598	0.187895	0.036681	-0.342132	0.089231	-0.097283	-0.153147	-0.00062	0.17239	0.088777	-0.038292	0.282473	0.034558	0.242196	0.235916	0.163242	-0.028319	0.311082	-0.019958	0.01469	-0.085617	-0.264534	-0.042075	0.082339	0.150717	0.079749	-0.004764	0.337236	0.285768	-0.104768	-0.14601	-0.302946	
-0.252514	0.110753	0.252719	0.022013	0.139564	0.130221	0.112751	0.171592	0.215135	-0.321474	0.020783	-0.022428	0.051732	-0.368843	0.199273	0.145409	-0.275096	-0.129399	0.363777	0.068757	-0.22292	0.124226	0.079797	0.15689	0.156589	-0.127161	0.088458	0.190981	0.097701	0.082538	-0.016592	0.06063	
0.106358	0.226483	0.007563	0.090478	0.358423	0.385432	-0.282126	0.087981	0.018836	0.074018	-0.166171	0.038271	-0.041484	-0.032321	0.152731	-0.116207	0.030977	0.053185	-0.225744	-0.017115	-0.191718	0.112589	-0.095693	-0.050505	0.353768	0.082079	0.043767	-0.160813	-0.254075	-0.20711	0.325663	0.030516	
