0.127584	-0.062355	0.018721	0.047095	-0.125268	0.075453	0.10435	-0.068642	-0.12297	-0.052532	-0.021943	0.033625	-0.054554	-0.192531	-0.151164	0.011433	0.150181	0.039721	-0.03535	0.036497	0.126948	0.055149	0.071379	-0.034172	0.088757	0.137123	0.011824	-0.061601	0.01969	-0.007996	0.015791	0.045939	-0.117561	0.175921	0.082832	-0.049419	0.124027	0.05286	0.003915	0.07455	0.22511	-0.037197	-0.046588	-0.137023	0.029369	0.000263	0.121422	-0.052073	0.024287	-0.00021	0.023105	-0.008489	-0.098378	0.056678	0.192383	0.020154	0.061963	-0.046481	-0.054837	0.108379	0.096656	0.00559	-0.009821	-0.012755	0.074784	0.03063	0.107817	-0.15779	0.134188	0.066754	-0.116781	0.059192	0.126782	-0.093301	-0.044015	-0.022152	0.138155	0.092813	-0.107702	0.090714	-0.044748	-0.196667	-0.239648	0.026412	-0.25771	0.081541	-0.107142	-0.334485	0.06752	-0.017925	0.112191	-0.040977	0.117925	0.064719	-0.071196	0.026523	-0.152825	0.046619	
0.183467	0.195172	0.00626	0.006321	0.150061	-0.018654	0.047208	-0.061837	-0.100764	0.005194	0.094002	0.115332	-0.045218	-0.05006	-0.061121	-0.046166	0.092253	-0.074777	-0.061962	-0.044741	0.02807	0.101213	-0.139282	-0.00707	-0.082295	-0.017705	-0.030202	0.218284	0.03365	0.015942	-0.023431	0.077162	0.01201	-0.074892	0.067725	-0.052143	-0.208642	-0.006124	0.190336	-0.029761	0.200357	0.016942	0.022278	0.057362	0.163151	0.079302	-0.077265	0.12399	-0.020815	0.027493	0.100294	0.029155	-0.022738	0.084021	0.007208	-0.158392	0.009408	0.031194	-0.104155	-0.076327	-0.043872	-0.064565	-0.10171	-0.013383	-0.094314	0.029855	0.071315	0.043735	0.060202	0.003098	-0.063428	-0.250402	-0.27438	0.036168	0.194026	0.119889	0.01427	-0.116062	0.031454	0.047182	-0.040907	0.137355	0.03958	0.060107	-0.019299	0.166333	0.015976	-0.097501	0.109093	-0.03443	0.10355	-0.203772	0.089701	0.218514	0.0074	0.017083	0.092345	-0.212159	
-0.235767	-0.088289	-0.161422	-0.109325	0.0667	-0.018957	-0.032144	-0.035101	0.164399	0.006817	-0.117761	-0.024701	0.023087	-0.296013	0.110634	-0.116643	0.107387	-0.029021	-0.062445	0.05665	-0.062189	0.015421	0.001414	0.11003	-0.001898	0.021095	-0.024956	0.182992	-0.121539	0.038467	0.170686	-0.036455	0.048376	-0.216985	0.025822	-0.204565	0.091039	-0.154438	0.00805	0.051065	0.052773	-0.075259	-0.144392	0.070445	0.105485	0.099757	-0.007161	-0.129809	0.044797	0.007287	0.148444	0.00477	0.015286	-0.058279	-0.004634	0.005173	-0.062226	-0.130106	-0.027774	0.131821	-0.071889	-0.000588	-0.064256	0.182413	0.027222	-0.007332	0.111178	0.019382	-0.12414	-0.086466	0.036266	-0.036684	-0.047622	0.029186	-0.073914	-0.093492	-0.02595	0.18333	0.143635	-0.041528	0.040233	-0.017777	0.230213	-0.023757	-0.054435	0.079892	0.001082	-0.288098	-0.044434	0.16199	-0.10456	-0.008292	-0.04097	0.029604	0.049093	0.04027	-0.050765	0.037976	
-0.168059	-0.221969	-0.036802	0.144868	0.038977	0.029347	0.064672	-0.030207	-0.107426	-0.101017	-0.149799	0.135423	-0.035453	0.068854	0.097416	0.22953	-0.122366	0.039601	0.0016	-0.081998	-0.134668	0.017456	0.075378	-0.205696	0.068327	0.15719	-0.032641	0.128481	0.013762	0.058202	-0.003794	0.035113	0.265096	-0.023626	-0.085862	-0.064461	-0.185621	0.054094	-0.099986	-0.009843	-0.039288	0.051997	-0.093787	0.155235	0.009813	-0.135038	-0.109955	-0.015338	-0.101947	-0.011319	0.009304	0.046105	0.065115	0.043191	0.043681	-0.113504	0.109143	-0.050358	0.078536	0.060906	0.133776	0.155252	-0.069459	-0.088779	0.13862	-0.069333	0.0349	0.011654	0.127287	-0.021815	-0.046073	-0.084172	-0.091393	0.057028	0.024208	-0.099362	-0.104193	0.012117	0.019966	-0.042695	0.1144	-0.096156	-0.040394	-0.196202	-0.094223	-0.163764	0.028046	-0.004735	-0.016216	-0.014429	0.02397	-0.064589	0.262338	0.204155	-0.00651	-0.009391	0.018356	0.092197	
-0.180964	0.228495	0.005845	0.02088	0.055349	0.077753	-0.064797	0.059242	0.079067	0.053256	-0.06972	-0.042946	0.039465	-0.050861	-0.11585	0.058941	0.035796	-0.080543	-0.047791	-0.179248	0.02753	-0.03028	-0.010141	0.061547	-0.046877	0.162918	-0.058564	-0.037071	-0.108428	0.098459	0.123535	0.107279	-0.104341	-0.001892	0.080642	0.01399	0.021962	0.105824	0.119096	0.002447	-0.13207	-0.046963	-0.225265	-0.193517	-0.192202	0.121233	-0.17254	0.175492	0.058752	0.023749	-0.082802	-0.042605	-0.072049	-0.006842	-0.068603	-0.022411	0.028268	-0.111084	0.083321	-0.108058	-0.004982	0.131371	-0.003179	0.158748	0.024751	-0.026776	0.049006	-0.134003	0.105025	0.124592	0.060985	-0.023317	-0.16061	0.059696	-0.026162	-0.107273	-0.032681	-0.140597	0.010659	0.015631	-0.033118	0.068347	0.029865	0.108151	-0.047028	-0.257899	-0.032792	-0.010424	0.24177	-0.132631	-0.037262	0.092204	0.15612	-0.095811	-0.029674	0.177879	-0.120859	0.019677	
0.007947	0.151644	-0.080931	0.138017	-0.213286	-0.0905	0.118024	-0.109739	0.047227	-0.062253	0.109452	-0.076055	0.068567	0.115717	-0.004519	0.150014	0.087164	0.235106	-0.041315	0.01785	-0.19365	-0.0743	0.008124	0.107217	-0.146784	0.147691	0.050055	0.171801	0.099294	0.044228	-0.119828	0.037043	-0.147326	0.069501	0.058608	-0.223962	-0.107066	-0.024125	0.048847	0.057344	-0.115502	0.011243	0.010536	-0.011293	-0.007278	0.042196	-0.075235	-0.029042	-0.078956	-0.211277	0.037697	-0.101699	0.188929	0.030763	0.077157	-0.069841	-0.055907	-0.104124	-0.001506	-0.083373	0.129972	0.082134	-0.039101	-0.020224	0.160527	-0.086203	-0.051085	-0.140356	-0.119659	0.114844	-0.022796	-0.026476	0.044157	-0.078204	0.051966	0.011899	-0.12457	0.039023	0.004114	0.030332	0.052083	0.034795	-0.051444	0.176371	0.033219	0.177014	0.063402	0.039823	-0.090921	0.193148	-0.076224	-0.121529	-0.063957	-0.157484	-0.063154	0.125185	-0.055948	0.040318	
0.02714	0.106402	0.023731	0.071129	0.20708	-0.184084	-0.064114	-0.124327	-0.013017	-0.00062	0.051673	0.031191	0.133736	0.006979	-0.155061	0.101075	-0.092741	0.069746	0.052072	-0.025954	0.092992	-0.043379	-0.172559	0.007025	0.088187	-0.040729	-0.203198	0.148081	-0.058912	0.010652	0.079553	-0.116088	-0.089289	0.004633	-0.080675	-0.012945	0.006921	-0.035921	0.011447	-0.001366	-0.004405	0.040913	-0.103308	0.072697	-0.054583	-0.030224	-0.002015	-0.142287	-0.094692	0.049009	0.023984	-0.043558	0.122036	0.138694	-0.022544	-0.192403	-0.208505	0.100258	-0.115442	0.064601	0.009549	0.016888	-0.086595	-0.009894	-0.17022	-0.091107	0.263943	0.085212	0.144378	0.19382	-0.166517	0.235726	0.105557	-0.135175	0.062835	0.150924	0.054061	0.049908	-0.00569	-0.024318	-0.00144	-0.122911	0.042344	0.056518	0.086793	-0.256354	0.01201	-0.034345	-0.097298	-0.027217	-0.084877	0.046348	-0.068716	-0.00597	0.037596	-0.042743	-0.088539	0.078378	
-0.01495	-0.135969	0.181393	-0.036008	-0.010815	-0.11342	0.093908	0.022688	-0.017562	0.029854	-0.066915	-0.100947	0.029648	-0.072702	0.229639	0.078581	-0.162757	-0.016106	-0.026429	-0.076804	-0.09962	0.172368	-0.060669	0.00576	-0.010483	0.132409	-0.028737	0.024278	0.125549	0.136965	-0.004372	-0.017724	-0.097016	0.017538	-0.026074	0.080091	-0.040319	-0.177209	0.129604	-0.127591	-0.061351	-0.095244	0.124576	-0.225604	0.091067	-0.030769	-0.117525	-0.185947	-0.076492	-0.185637	0.016397	0.080804	-0.264696	-0.043414	0.079455	0.036486	-0.224312	0.017661	0.118598	0.02436	-0.005105	0.151053	-0.144639	-0.011259	-0.092384	0.099145	-0.021389	-0.036166	-0.03706	0.018834	-0.034146	0.139741	-0.062746	0.13964	0.026062	0.107094	0.05664	0.060601	-0.071088	0.143184	-0.117153	0.030661	-0.052484	0.0079	-0.016131	0.04686	0.116694	-0.055432	-0.022643	-0.155375	-0.046211	0.052688	0.057515	-0.033468	0.252196	0.072814	0.066391	-0.055127	
0.029239	-0.037735	-0.006118	-0.039524	0.049767	0.13821	-0.0338	0.132463	0.210506	0.085814	-0.067651	0.077889	-0.094884	-0.061418	-0.01163	0.047325	-0.025561	0.061768	0.130795	0.150798	-0.01845	0.030686	0.033201	0.035578	-0.026512	-0.023765	-0.028005	0.060596	-0.189292	-0.077445	0.016379	-0.063275	-0.029508	0.039447	0.02583	-0.147157	-0.001715	0.199996	-0.155685	0.001091	-0.005191	0.297496	0.034107	-0.093661	0.060742	-0.160114	-0.134354	0.070533	0.001502	-0.172374	-0.134095	0.025819	-0.044624	0.107974	-0.13217	-0.10292	-0.155463	-0.163182	-0.134465	-0.092302	-0.148358	0.047035	-0.143353	-0.169193	-0.264118	0.116474	-0.000491	-0.121534	0.06038	-0.089664	-0.050902	-0.04814	0.012399	0.021431	-0.028734	-0.061751	0.019786	-0.034958	0.002413	0.096832	-0.106962	-0.052331	-0.078214	-0.062651	0.028962	0.067361	-0.064463	0.045727	-0.054539	0.262439	0.14428	0.101255	0.075025	-0.048187	0.088518	0.104598	-0.038436	-0.003305	
-0.099237	-0.08429	0.035695	0.081551	-0.008089	0.151409	-0.051146	-0.116755	-0.107322	-0.121366	-0.020402	-0.089351	0.019587	0.012925	-0.066181	0.112422	-0.118972	0.050243	-0.134947	0.029624	-0.002541	-0.041917	-0.148792	0.093664	0.080821	-0.071519	0.233752	0.039049	-0.154289	0.00982	-0.048634	0.058638	0.049521	-0.047697	-0.064354	-0.140833	0.031481	-0.094141	-0.017789	0.089347	-0.112271	0.046749	-0.045062	0.048555	-0.051718	0.0995	-0.018977	0.000453	0.272851	-0.00304	-0.128447	-0.013021	-0.000628	0.235786	-0.105136	-0.02259	0.039814	0.145227	0.089346	0.094553	0.013147	0.043651	0.147121	-0.024686	-0.011117	-0.062991	-0.137109	-0.025514	-0.004348	-0.077573	-0.136404	-0.080766	0.15534	0.053712	-0.022514	0.117663	0.048427	0.109978	-0.156659	0.122924	-0.218099	0.123636	0.055064	0.07655	-0.006745	-0.019843	0.201116	-0.047196	0.102833	0.065663	0.027019	0.054509	0.007425	0.124683	0.105385	-0.060247	-0.16581	-0.274008	
