0.056471	0.038116	0.004959	-0.133517	-0.149191	0.149266	0.061019	-0.080263	-0.013913	0.031157	-0.074045	-0.051982	0.03602	-0.056333	-0.085222	0.005921	-0.024775	-0.032037	-0.059082	0.049012	-0.114961	0.037544	0.002331	-0.017208	0.100536	-0.030888	-0.028929	-0.09452	0.071323	0.024591	-0.033055	-0.014511	0.03046	-0.079955	0.025365	-0.056711	0.060275	-0.097202	-0.046151	0.12691	0.027491	0.021074	-0.088041	-0.026707	0.057724	-0.073777	0.006299	-0.114562	0.022854	-0.020717	-0.117495	0.233266	-0.068578	-0.077877	0.180525	0.145693	0.076403	-0.122284	-0.002357	0.107464	-0.059855	-0.213503	0.015591	0.046684	-0.037156	0.192051	0.004565	-0.055526	-0.010776	0.158756	0.221542	-0.002651	-0.204039	0.085078	-0.039014	0.05405	0.097207	0.01594	0.12214	-0.084915	-0.050185	-0.002168	0.006288	-0.126688	0.049371	0.159691	0.07916	-0.030019	-0.106812	-0.057949	0.118536	-0.027795	-0.086729	-0.195462	-0.2244	-0.036671	0.098908	0.042167	-0.014301	0.151698	-0.054598	0.023616	-0.090734	-0.003784	0.025326	-0.028311	0.062693	-0.095818	-0.029524	-0.07127	0.073438	-0.023409	0.015788	-0.012968	0.031583	-0.095059	0.035142	0.107809	-0.0932	0.057227	-0.055692	-0.051627	0.024538	0.142009	0.068194	0.117918	0.068889	-0.140837	
-0.015464	-0.018911	0.016927	-0.07643	-0.107283	0.053157	0.003024	-0.000645	-0.022068	-0.12757	-0.013231	0.057618	-0.030847	-0.033701	-0.046252	-0.147107	0.077367	0.051963	0.016834	0.073587	-0.031597	-0.074325	-0.01699	0.123119	0.09079	0.108129	0.116478	0.096795	0.2068	0.108585	-0.146681	-0.058306	0.009306	-0.068992	0.137063	-0.135733	-0.051835	0.139354	-0.057742	-0.021811	0.077052	0.20516	-0.067634	-0.028062	-0.114482	0.058332	-0.025682	-0.017159	-0.133658	-0.016188	-0.090056	0.116356	-0.061156	-0.051467	0.105187	-0.137645	-0.028765	0.010804	0.071928	-0.151279	-0.046387	0.031441	-0.030643	0.040221	-0.07517	-0.053159	-0.048216	-0.014453	0.146714	0.18818	-0.12554	0.032475	0.016897	0.019868	0.101667	-0.088505	0.079446	-0.083546	-0.189019	0.058485	-0.096667	-0.03363	-0.009553	-0.000516	-0.052172	-0.143169	0.050144	-0.047325	0.294654	0.14195	-0.11499	0.039215	-0.107993	-0.005056	-0.068518	-0.029069	0.034606	-0.050976	0.019556	0.044953	-0.057176	-0.023635	-0.084538	0.060808	-0.002374	0.05437	0.183685	0.155167	-0.130145	0.043962	0.054872	-0.020148	0.141589	-0.026009	0.057204	-0.013331	0.074712	-0.07342	0.016656	-0.054051	-0.066092	-0.138917	-0.085147	0.030777	-0.103374	0.002754	0.030964	0.071155	
-0.095656	0.142487	0.021043	0.035939	0.036625	-0.156353	0.035849	-0.067255	-0.070027	0.123856	0.158308	0.102571	0.124615	-0.038856	0.113627	-0.01811	0.1369	-0.049427	-0.114268	0.019966	-0.071491	0.019786	-0.107624	-0.153	0.050163	0.054524	0.011376	0.057908	-0.010186	-0.067324	-0.10546	-0.201407	-0.015127	0.166431	-0.048791	-0.179925	-0.027381	0.057465	-0.089513	0.145016	0.11513	-0.044385	0.065442	-0.01311	0.020158	0.034763	0.077433	-0.036602	0.059177	0.070072	0.009983	0.064089	-0.014614	-0.129175	0.134465	0.041224	-0.00143	-0.055462	0.043894	-0.191459	0.147917	0.05017	-0.050672	-0.12271	0.085034	0.075486	-0.073266	-0.114187	-0.115347	0.085132	-0.023933	-0.03301	0.245243	0.062566	0.079245	0.084488	-0.076169	0.094358	-0.100363	-0.019109	-0.099171	0.072078	-0.044522	0.043686	-0.064875	-0.048111	-0.119656	-0.045578	-0.192061	-0.088326	-0.017581	0.01503	0.092906	0.090355	0.137143	-0.053593	0.068601	0.005545	-0.011487	0.118941	-0.013152	0.050157	-0.131247	0.0798	0.067173	-0.046904	-0.000605	-0.09458	-0.155126	0.01419	0.08403	-0.01149	0.071861	0.0047	0.054224	0.031018	0.009174	0.009234	-0.048282	-0.006011	0.011479	0.080451	0.098974	0.052995	-0.0966	-0.082357	0.013493	-0.179001	
0.021262	-0.077486	-0.110978	-0.138753	-0.156676	0.043816	-0.01905	-0.120918	-0.007767	0.006868	-0.029935	-0.051785	-0.177523	0.033788	-0.013877	-0.011463	0.078954	-0.014084	0.048977	0.020992	0.036213	-0.014378	0.025244	0.078304	-0.096515	0.114648	0.022477	0.01535	-0.052727	0.01043	0.080464	-0.067841	-0.010041	-0.039599	0.041128	-0.076483	-0.198685	-0.109696	-0.045143	0.155326	0.041077	0.018681	0.100798	-0.061459	-0.078173	-0.204307	0.123601	-0.032875	0.011067	0.055983	0.169565	0.046843	-0.044139	-0.004991	0.002792	-0.133932	-0.047724	0.110797	0.017926	0.064305	0.022232	-0.053082	-0.031601	-0.020139	0.172705	-0.047761	-0.014465	0.013322	0.095139	-0.036335	-0.144491	0.047992	0.013343	0.077776	-0.177232	0.138461	-0.046183	-0.105335	0.001015	-0.058516	0.036508	0.015314	0.191873	0.173923	-0.034582	0.224773	-0.053525	-0.002112	0.059198	-0.075869	-0.080695	-0.01695	0.234474	-0.014463	0.006552	-0.036272	-0.08601	0.125979	0.014419	-0.06818	0.014632	-0.053742	-0.05058	0.079008	-0.15193	-0.083743	-0.072035	0.029759	0.069529	-0.195026	0.039723	0.118388	0.051488	0.000944	0.107308	-0.147175	-0.030884	-0.115679	-0.018047	-0.013717	-0.019584	-0.095401	-0.00748	0.029712	-0.087708	-0.04755	0.155256	-0.13807	
-0.00054	0.061694	-0.196422	0.016058	-0.035295	-0.070439	-0.033387	0.122185	0.12274	-0.061247	0.012809	0.004787	-0.143913	0.18766	0.019261	0.01695	-0.017583	0.04412	0.141987	0.171358	0.136218	0.002555	0.016892	-0.002667	-0.093113	-0.020899	-0.00977	0.078566	0.018507	-0.074597	0.030149	-0.062037	0.221676	0.217954	-0.026213	-0.015553	0.094135	0.187343	0.062131	-0.002313	-0.035132	-0.102648	0.091868	0.005246	-0.053394	-0.016015	-0.175676	-0.140936	-0.127892	0.077553	0.058879	0.080865	0.115537	-0.055147	0.00468	0.061596	0.109419	-0.223064	-0.057016	0.167332	-0.004763	-0.018327	-0.147519	0.148501	0.10371	0.112106	-0.006784	0.013155	-0.034529	-0.019693	-0.009023	-0.021932	-0.094147	-0.002426	-0.088238	0.14352	-0.082139	0.031972	-0.03698	-0.016662	-0.153565	0.0792	0.036827	0.0274	-0.069896	-0.125577	0.108249	-0.013477	-0.016862	-0.030073	-0.035826	0.0845	-0.073373	-0.063163	-0.081261	0.086725	0.071398	-0.067018	-0.031012	-0.125916	0.16908	-0.006986	-0.078415	0.004618	-0.057594	-0.026155	0.046127	-0.048449	-0.054559	0.043565	-0.00187	-0.020554	0.002719	0.07819	0.119129	0.129897	0.017893	-0.01575	-0.041709	0.043064	2.6e-05	0.056393	-0.070245	0.011242	-0.164772	0.006958	0.15294	0.092135	
0.073752	0.104967	0.159726	-0.090545	0.023877	0.022311	-0.020032	0.123323	0.130303	-0.052795	-0.218979	-0.169478	-0.119633	-0.040742	0.00761	-0.109881	0.071591	0.000992	0.03886	0.056954	-0.152784	0.022495	-0.031343	0.041414	0.109377	0.031402	-0.086002	0.066419	-0.070678	-0.044741	0.068065	0.036106	-0.20882	0.048833	0.136544	0.003373	0.03834	-0.043162	-0.038395	0.093656	0.030863	0.01702	-0.03387	-0.094002	-0.011641	0.077277	-0.083646	0.038772	0.091703	0.066955	0.062068	-0.091538	-0.101409	0.032401	-0.020345	0.097658	-0.001411	-0.076201	0.044552	-0.035714	-0.074769	0.03957	-0.119097	-0.188	0.079563	-0.102354	0.074439	0.015589	-0.19862	-0.05535	-0.139657	-0.024077	-0.091083	-0.055607	-0.134509	0.071648	0.032995	-0.150812	-0.136356	0.159035	0.107851	0.099071	-0.031515	-0.081561	-0.18143	-0.057864	0.12013	0.029916	-0.001654	0.039778	0.181281	-0.011844	-0.145023	0.063424	0.002836	-0.048501	0.09649	0.019349	0.017575	-0.015045	0.04813	-0.025429	-0.048512	-0.056169	0.002637	0.061872	-0.054493	-0.017039	0.046255	-0.002007	0.075788	-0.099502	0.079306	0.033391	-0.064814	0.041055	-0.067125	-0.054392	-0.078782	0.008229	-0.183689	0.058778	0.163544	-0.129277	-0.06079	-0.006082	0.092367	-0.156659	
-0.127931	-0.048898	-0.034332	0.237297	-0.00718	-0.048441	-0.125295	-0.131885	-0.088569	-0.092688	-0.195812	0.082568	-0.054084	-0.008829	0.069871	-0.145441	-0.153134	-0.06241	-0.031613	-0.144639	-0.016077	0.137814	-0.021951	0.19072	-0.106007	0.062824	0.02618	-0.07072	0.07612	-0.045009	0.085059	0.068287	-0.061352	-0.035222	0.024179	-0.039522	0.065324	0.11035	0.040695	-0.023621	0.026564	0.027098	-0.062098	-0.084604	0.000458	-0.078927	-0.066777	-0.007453	-0.068763	-0.004507	0.077894	0.007521	0.000608	0.069409	0.045105	-0.05319	0.150674	-0.085461	0.024047	-0.031781	0.036551	-0.071958	0.064675	-0.039767	0.077614	0.005906	-0.187879	0.109899	-0.137175	0.032276	0.073657	0.02334	0.029842	-0.127553	-0.063182	0.026965	0.066596	0.041268	0.028246	0.006413	0.144789	-0.140444	-0.10833	0.00202	0.022317	0.012865	0.059106	-0.018739	-0.011037	-0.02445	-0.113513	-0.116757	0.022025	0.051674	0.061011	0.023901	0.042843	0.004551	-0.073777	0.111171	0.031937	0.166597	-0.149613	-0.044568	-0.017034	-0.11308	0.054536	0.096617	0.09019	0.104784	0.076607	0.082008	0.035296	0.080509	0.134517	-0.024141	0.004162	-0.174909	-0.11152	-0.182309	0.085281	0.206043	0.092353	0.087257	0.02321	0.196706	-0.002437	-0.028254	
0.121794	0.138941	0.059092	-0.202734	-0.053208	-0.036347	0.024306	-0.040693	-0.196046	-0.132397	0.05808	0.112649	0.044361	-0.078135	-0.019132	0.18824	-0.008009	-0.117343	0.113134	-0.108894	-0.209973	-0.189859	0.074683	0.017628	-0.036641	0.025781	0.03679	0.057034	0.018485	0.081182	-0.079441	-0.134796	0.082586	0.156149	-0.062571	-0.018044	0.035255	0.067478	-0.019781	-0.03679	-0.013449	0.013451	-0.017884	-0.100132	0.017333	0.004737	-0.02445	-0.06715	-0.157746	0.059522	0.090848	0.114754	0.079942	0.072965	0.008386	-0.007641	0.030178	-0.075236	-0.081355	-0.108861	-0.001628	0.000135	-0.054526	0.02785	0.018138	-0.065971	0.086568	0.14892	-0.003219	-0.149561	0.020329	0.055669	0.003611	-0.036071	-0.029086	-0.00536	-0.046753	-0.148685	0.098199	-0.162934	0.004694	0.173689	-0.050514	-0.046135	0.013364	-0.066048	0.121802	0.137514	0.079233	0.205346	-0.121561	-0.012879	0.050479	0.016909	0.057854	0.080098	-0.012852	0.129736	-0.069591	0.018005	-0.088587	-0.037932	-0.04906	-0.123197	-0.035378	0.014173	-0.132339	-0.081982	0.116008	0.062488	0.080108	0.142709	-0.001992	0.079454	-0.106413	-0.045814	0.086411	0.089678	-0.08836	-0.024688	0.030198	0.018978	0.095421	-0.042662	0.148761	0.026073	-0.112809	-0.067082	
0.036907	-0.129212	0.007885	-0.006658	-0.026721	-0.016918	0.00826	-0.051614	0.027495	0.025359	-0.077458	-0.103355	0.010887	-0.102895	0.128614	0.134842	-0.191839	0.063724	0.064001	0.027898	0.070741	-0.05015	-0.072381	0.100222	-0.029886	0.058507	0.028078	-0.013378	0.097545	0.080866	0.003802	-0.148062	-0.082941	-0.114826	0.037844	0.060232	-0.045316	0.096049	-0.024676	0.064267	0.115715	-0.089756	-0.060664	0.045538	-0.026518	0.085026	0.007002	-0.111221	0.024419	-0.047398	-0.139294	-0.054589	0.182613	-0.081045	0.079476	-0.004714	-0.018776	0.036249	-0.104224	0.052982	-0.016651	-0.029157	0.124325	-0.017914	0.125322	-0.236665	-0.046741	0.02949	-0.087381	-0.054344	0.068457	-0.003956	-0.114726	0.035007	-0.077539	0.037803	-0.089025	-0.031574	0.030071	-0.049368	-0.042139	0.024774	-0.039427	0.178951	0.011088	-0.02526	0.025974	0.2775	0.007047	-0.042531	0.085714	0.093085	-0.10003	0.151173	0.030006	0.017386	-0.157466	-0.029688	0.097337	0.010127	0.014808	-0.05705	-0.083295	0.147219	0.181824	-0.07048	0.03542	-0.173565	-0.196652	0.070419	0.047493	0.016479	0.19016	-0.185006	-0.032584	0.017016	-0.082416	0.028578	0.012793	-0.009572	0.064624	0.065979	-0.161433	-0.066203	0.081677	0.077914	0.010832	-0.074345	
-0.017537	0.040631	0.124732	0.050435	0.028954	0.022838	-0.093512	0.089842	0.063558	0.035316	-0.042652	0.115962	-0.00928	-0.035841	0.075011	0.065615	0.004129	-0.003191	0.060498	0.005298	0.131626	-0.005402	0.02606	0.042922	0.026212	0.061064	0.177308	-0.068551	-0.091139	-0.010277	0.030911	-0.193314	0.129841	0.02856	0.024318	-0.026243	0.005856	-0.059883	-0.140637	0.142738	0.035933	-0.030097	0.019887	0.056451	-0.254068	-0.022095	-0.00755	-0.024676	0.04038	0.071189	0.134355	0.080204	0.06482	-0.01675	-0.11965	-0.033291	0.040981	-0.003045	-0.040603	0.095235	-0.003999	0.140613	-0.07181	-0.012525	-0.054065	-0.100665	0.000131	-0.183956	-0.065393	-0.049413	-0.005967	-0.123245	0.015119	-0.166794	0.074901	-0.18928	-0.012255	0.095528	0.138472	-0.03055	0.101589	0.000647	0.021093	-0.050424	-0.106418	0.116265	-0.027526	-0.099898	-0.090971	0.169519	0.006176	-0.085511	-0.014966	0.092544	-0.196733	0.142372	0.008711	0.176476	0.176114	0.163177	-0.115282	0.159564	0.006248	-0.088896	0.055175	-0.019157	0.076441	0.025351	0.077745	0.024603	0.118989	-0.108856	0.04022	0.012847	-0.025666	-0.065771	-0.003746	0.002809	0.142382	0.006421	-0.121104	-0.003849	-0.178368	0.016863	0.026485	0.054972	0.094012	0.054233	
